Smiles,IC50,pIC50
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,30.0,-1.4771212547196624
CNCC1CC2c3ccccc3Cc3ccccc3N2O1,1698.24,-3.2299990659492916
CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21,5000.0,-3.6989700043360187
Cl.Fc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,63.3,-1.801403710017355
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,227.0,-2.3560258571931225
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1-c1ccccc1C2=O,35.6,-1.5514499979728753
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,11.0,-1.041392685158225
O/N=C/c1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,3.8,-0.5797835966168101
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccncc4n3)CC2)cc(C(F)(F)F)n1,420.0,-2.6232492903979003
Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1,10000.0,-4.0
Fc1ccc(-c2cncc(CN3CCN(c4ccccc4F)CC3)c2)cc1,25.0,-1.3979400086720377
Br.Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1,65.0,-1.8129133566428555
O[C@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1c[nH]c2ccccc12,48.3,-1.6839471307515121
O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cnc2ccccc2c1,29.0,-1.462397997898956
Cc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,150.0,-2.1760912590556813
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,183.0,-2.2624510897304293
CSc1cccc(C(=O)NC[C@@H]2CCCN2CCc2ccccc2)c1,1000.0,-3.0
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCC=C2.Cl,9.44,-0.9749719942980689
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F,3.32,-0.5211380837040362
Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2F,7.8,-0.8920946026904804
Cc1nc2n(c(=O)c1CCN1CCN(c3cncc4sccc34)CC1)CCCC2O,960.0,-2.9822712330395684
Cc1nc2n(c(=O)c1CCN1CCN(c3nccc4sccc34)CC1)CCCC2,37.6,-1.575187844927661
CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1cccc2ccccc12,10000.0,-4.0
CCCCCCN(CCc1ccccc1)CCc1cccc(O)c1,1252.0,-3.097604328874411
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,10000.0,-4.0
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,3981.07,-3.59999981394342
[O-][S+](CCN1CCN(CC(O)Cc2ccccc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1,10000.0,-4.0
CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,10000.0,-4.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,54.0,-1.7323937598229686
Fc1cccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)c1,81.0,-1.9084850188786497
COc1cccc2c1CC1(CCCN1CCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,1096.48,-3.0400007144733197
COc1cccc(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,700.0,-2.845098040014257
CC(C)(C)[C@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,1e-05,5.0
O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,538.0,-2.7307822756663893
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,12.0,-1.0791812460476249
Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4C[C@H]3C)CC2)cc1,113.0,-2.05307844348342
Br.Cc1cc(F)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,68.0,-1.8325089127062364
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,1590.0,-3.2013971243204513
O/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,10000.0,-4.0
Cc1ccccc1/C(CCN1CCN(c2ccccn2)CC1)=N\O,10000.0,-4.0
O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,10000.0,-4.0
O/N=C(\CCN1CCN(c2ncccn2)CC1)c1ccccc1,10000.0,-4.0
O/N=C(\CCN1CCN(c2nccs2)CC1)c1ccccc1,10000.0,-4.0
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,10000.0,-4.0
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,10000.0,-4.0
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C#N)c1,10000.0,-4.0
O/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,10000.0,-4.0
CCO/N=C1/c2ccccc2CCC1CN1CCN(c2ccccn2)CC1,10000.0,-4.0
CO/N=C(/c1ccc(Cl)cc1)C(CN1CCN(c2ccccn2)CC1)OC,10000.0,-4.0
O/N=C(\CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,10000.0,-4.0
O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,10000.0,-4.0
O=C(/C=C/c1ccccc1)NC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,4700.0,-3.6720978579357175
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,9.0,-0.9542425094393249
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,398.11,-2.60000308662774
CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,2120.0,-3.326335860928751
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccc(OC)cc2)CC1,140.0,-2.146128035678238
CCC(CC(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,10000.0,-4.0
CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1173.0,-3.0692980121155293
COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,31622.78,-4.500000046671104
COc1ccc2oc(C(=O)NCCC(F)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1,1600.0,-3.204119982655925
COc1ccccc1N1CCN(CC(F)CCNC(=O)c2cc3ccccc3s2)CC1,421.0,-2.6242820958356683
Cl.Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,360.0,-2.5563025007672873
Fc1ccc(-c2cncc(CN3CCN(c4cnccn4)CC3)c2)cc1,450.0,-2.6532125137753435
O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,10000.0,-4.0
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1,10000.0,-4.0
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1F,39.4,-1.5954962218255742
CNC(=O)c1ccc(OC)c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,12.0,-1.0791812460476249
Cn1c(=O)c2c(ncn2CCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)n(C)c1=O.O=C(O)/C=C/C(=O)O,41.0,-1.6127838567197355
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,100.0,-2.0
COc1ccc(OC)c(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,250.0,-2.3979400086720375
CN(C(=O)C#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,4900.0,-3.690196080028514
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,22.9,-1.359835482339888
CCO/N=C(\CCN1CCN(c2nccs2)CC1)c1ccccc1,10000.0,-4.0
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,10000.0,-4.0
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,52.0,-1.7160033436347992
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Br)cc1,10000.0,-4.0
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,10000.0,-4.0
COC(CN1CCN(c2ccccn2)CC1)/C(=N\O)c1cccc(C)c1,10000.0,-4.0
CO/N=C(\c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,10000.0,-4.0
CN(CC#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,4100.0,-3.6127838567197355
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCS(=O)(=O)CCCNCCc3cccc(Cl)c3)c2s1,794.33,-2.9000009651534695
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1,2511.89,-3.4000006169763797
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,10000.0,-4.0
COc1ccc(C(=O)N2CCN(CCOc3ccccc3OC)CC2)cc1,9000.0,-3.9542425094393248
COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(C)c4[nH]3)CC2)cc1,100000.0,-5.0
O=C(C#Cc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,1500.0,-3.1760912590556813
Oc1ccc2c(c1)CCN2,1030.0,-3.012837224705172
COc1cccc(-c2csc(CCN3CCN(c4ccccc4OC)CC3)n2)c1.Cl,870.0,-2.9395192526186187
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,22.9,-1.359835482339888
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,3600.0,-3.5563025007672873
O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)CC1CC1,10.8,-1.0334237554869496
COc1ccccc1N1CCN(CCCN(CC2CC2)C(=O)c2ccccc2)CC1,288.7,-2.4604467838807205
